index,area,length,thickness,slant,width,height
0,69.5,33.92766952966368,2.114953378286477,0.06876856242793557,14.837672258592473,19.60182571336949
1,113.0625,44.420310216782966,2.6594996844050933,-0.1677851571648745,17.24819464514575,19.868508063470998
2,39.3125,21.149494936611667,1.936092421219954,0.291222606814183,3.6622959758240725,19.570043233096122
3,146.5,45.16295090390225,3.4912050741714324,0.07241745692355188,14.626063804591666,18.993053252022463
4,75.0625,43.377416997969505,1.987412640700428,-0.15357839600757753,15.060870472965373,18.36167603892212
5,53.3125,20.3817279836453,2.6435554291388197,0.29859172282272683,4.359364584288901,18.94878831690712
6,83.5625,42.56675682618969,2.163734678199927,-0.09571407545645959,16.594089088860805,18.885897587814863
7,83.625,36.98097038856278,2.49066024405669,-0.515979042005002,10.769057599440899,18.558343118145338
8,119.5,36.13477631085023,3.1400024487039717,0.26445904932136155,17.164946727625654,18.271468159601348
9,127.0625,50.55203820042825,2.894444569129259,0.2923779141196973,15.045597852986326,18.8974825698999
10,120.0,54.39518395093589,2.3964519035439276,0.1235379885279641,16.00281992407532,19.595883075238117
11,113.0,56.69848480983498,2.123793940252932,-0.04151131580717384,16.19066753519399,19.346396328608982
12,91.4375,42.79898987322333,2.4214139168367206,0.06381637767236133,12.366894167908471,19.12126920228988
13,117.8125,50.430717856868625,2.524914569515187,0.04377001054186132,14.849107450064823,19.487804134301953
14,62.6875,22.91726188957804,3.0047864814997527,0.037086434359981484,4.980661937305879,19.456578223775708
15,88.1875,51.145183950935866,1.854070413930981,-0.19054394332883828,16.46057103524229,20.165793315035007
16,88.75,43.713203435596405,2.1982466893402215,-0.11506247260953173,14.069179927631975,19.616144983148978
17,86.4375,35.238329701443504,2.5194211331525147,-0.10321215199067928,15.638339831490939,19.70032449317291
18,136.9375,55.741378028648434,2.6995402614436026,-0.5069377058183715,15.639014918518523,18.544231574480676
19,62.625,36.727922061357845,1.9681031220760772,-0.02007621370886316,11.924030423376951,18.341594655924386
20,111.0625,32.38477631085023,3.8848636004880235,0.2759320417545597,11.965681082887867,18.739325974489336
21,89.5,42.77386360737624,2.3658188184673614,-0.1557744347802088,11.290039395652993,19.55691137580378
22,95.0625,50.03427124746188,2.0922742521470465,-0.24568400394000195,15.012623471855644,19.021426495283812
23,81.5625,43.1525432638166,2.0280016391223317,0.278435791217633,12.481170617996073,19.77457037813647
24,52.125,41.177669529663675,1.5304960230768405,-0.3348172673381774,12.923012872422046,18.770569640394612
25,206.1875,42.24873734152915,4.787343457022723,0.24193611991706673,18.331080149110356,18.60531694523724
26,62.0,36.452795795510774,1.901192462243211,-0.2376640583521942,14.880593053017556,19.792311183137105
27,86.375,39.88477631085022,2.3946164899581146,-0.10395383896297906,14.218639477579773,18.46142865203481
28,134.125,47.46320343559643,3.079354688346878,0.10855845074610265,13.402986836296343,19.465527153444096
29,50.6875,22.545941546018387,2.424282607475105,-0.1425306364703064,4.253040340572724,19.62191232064383
30,97.3125,32.44543648263006,2.9123762242976103,-0.0375138876105656,12.19104952918188,19.442581668017528
31,42.375,20.674621202458752,2.163351427980454,-0.1715232400717842,3.7907691242333694,19.514231637483455
32,102.1875,44.870057685088796,2.5829713863946226,-0.26713768378845615,11.722737893146288,19.979432423616217
33,96.375,43.79898987322331,2.2776840060974433,0.2379694227121604,17.383002472745382,15.012990634400726
34,101.5,35.98097038856278,2.8242948299955106,0.32345495455736617,14.73397772399294,19.693762348479662
35,112.9375,49.5949314192417,2.3979589508135324,0.23369681754479266,16.668261197360096,19.51424264902757
36,85.875,43.10965004500314,2.218283143790359,-0.23468909897927068,16.647983161303447,19.27117497236083
37,54.0625,21.94238815542512,2.707167131169465,-0.07574685124187466,4.194694312235869,19.457682290925646
38,75.4375,44.23097038856278,1.861757052917817,0.03394723851565317,15.272560384475119,19.58126722126978
39,71.125,17.656854249492383,3.7400199108917422,0.11067334870205041,5.3630238787108,19.1781847503495
40,27.9375,19.34619407771256,1.5694394256961717,0.03471565822261,3.5453745025311214,19.36810094984066
41,66.0625,34.17766952966368,2.0813361644827033,-0.09019204049288541,12.505625337551313,18.91234227123451
42,95.375,37.45279579551077,2.844007528293536,-0.0650881476056677,12.809544274958537,18.97396148812654
43,60.375,35.238329701443504,1.8736859123514555,0.44086237580745935,17.84686901122266,16.3561517336857
44,73.4375,30.359650045003143,2.5688119899715454,-0.13482717857295745,9.410163680187837,19.64866802546966
45,77.25,48.55939751330897,1.8001241498963352,0.13524155671516846,11.434361910467862,19.448364486583056
46,75.25,21.520815280171313,3.5379154672439026,-0.34777834113842315,5.281568403318845,19.45698211378801
47,67.0625,49.93071785686861,1.5867641504941143,0.027275017922091634,13.812488170369361,19.984112738065143
48,148.875,38.074116139070405,4.316780280839357,-0.1136988137257675,14.806124019777616,18.929274542103787
49,91.75,40.77081528017129,2.5379655564249304,-0.2919837407934846,15.351718175254007,18.189868028470343
50,78.125,37.480970388562795,2.2403935624790954,0.12282378983960907,10.782622163992874,19.42879912747547
51,148.375,51.76650429449552,3.0976324010157144,-0.35128685887951966,16.012945262606046,17.167560005802216
52,92.1875,48.54163056034261,2.0454928155059,0.2452155619768153,14.310229567736188,18.210146018826393
53,72.8125,51.188077169749334,1.565745805490598,-0.23832255096792396,14.240631485123117,20.070501479995837
54,138.875,62.10533905932735,2.470666628818199,-0.3447468098977535,20.13947617406418,18.79594757251379
55,110.5625,46.21320343559643,2.5842270722840057,0.08975777256595656,11.953001738159145,19.416650726215487
56,109.875,39.22792206135785,2.925372484057268,-0.19238369299130986,16.860942013390723,18.842212255510752
57,40.375,19.424621202458752,2.002176713664876,0.23718749906421546,3.8426775963264355,19.516751772652633
