,area,length,thickness,slant,width,height
0,260.4375,44.59188309203678,6.022710035980533,0.44375084429544526,19.731064706812006,17.858022046171705
1,260.8125,52.955844122715696,5.90908604629705,0.4328248945865771,18.83282019738729,18.828801522223223
2,259.9375,42.066756826189696,6.228641654568812,0.4036432881787699,18.065065012698387,19.74354198491175
3,261.0625,42.54163056034261,6.231911964550278,0.36095442313604814,17.343439008145232,20.596859121527093
4,260.25,42.95584412271571,6.238733193554511,0.3084352710747185,16.721499931106614,21.356541329087182
5,260.0625,46.948484809834994,6.036611429660879,0.24963514410788776,16.187464071297335,21.974898165197263
6,260.25,41.80939751330898,6.15132736588105,0.1852635979307624,15.748610081283367,22.549717076504855
7,260.375,42.10229073212244,6.129959287089927,0.11830283428751216,15.396032732094714,22.946908408338935
8,260.4375,42.480970388562795,6.166129358585382,0.04929725404922433,15.174144921490127,23.19348345367503
9,260.125,48.37741699796952,6.041396237908016,-0.020916757746598787,15.025288363371128,23.2424674181121
10,261.0625,45.284271247461895,5.977848055827322,0.2808907639746456,16.294262128371646,21.568650224449875
11,297.8125,45.470562748477136,6.826845399580811,0.4277473593586948,20.63433255413231,18.600459580571552
12,297.75,42.09188309203678,7.1308218703091075,0.4195665340622103,19.73192320844759,19.586548515438405
13,297.75,42.00609665440987,7.164227873682545,0.39317103205945686,18.944317647307397,20.583124234472212
14,298.125,41.83452377915607,7.131566226762327,0.35298901511888786,18.247528579579974,21.442943186989037
15,298.25,41.748737341529164,7.1531242334829415,0.30270822495658994,17.61223331050949,22.25355470652241
16,297.3125,42.01650429449553,7.126093839853233,0.245781090535005,17.049061586653487,22.88157805863499
17,297.375,41.80939751330899,7.087104624103617,0.1833759007612512,16.59586789440494,23.432446830823082
18,297.9375,54.751785668734094,6.402077984433334,0.11812453297788744,16.232162949730846,23.796946793189143
19,297.75,45.80939751330898,6.852407457186709,0.05098085545680636,15.956200650110157,23.984345890478288
20,297.5625,42.35965004500316,7.077343177284516,-0.01703993676635788,15.77192968341134,24.005220347634697
21,297.75,42.30939751330899,7.059303912062986,0.27582907454870254,17.194251681176596,22.490825523932017
22,338.6875,49.06675682618969,7.998801139562827,0.4082035829467874,21.53717439083892,19.44663330187007
23,338.75,41.03122292025696,8.206233814500594,0.4020781427252685,20.63203570200422,20.447150279840823
24,338.625,51.25914498161481,7.670509227783736,0.37827604392901354,19.838606276755705,21.39153885622623
25,339.375,41.480970388562795,8.231697911876184,0.3404561069954965,19.102042750989057,22.276493845533473
26,338.875,42.602290732122434,8.236846304164605,0.29259664561983484,18.45130946963546,23.080936066071743
27,338.5625,48.02691193458118,7.948898615720743,0.2380245685130558,17.89706434205498,23.685365197494583
28,340.5,46.552038200428264,7.712247550684779,0.17800706560332805,17.42755312985632,24.210943785684673
29,339.9375,47.16295090390226,7.575059024097084,0.11488585055329281,17.036074469204188,24.594200322039626
30,340.75,46.29163056034262,7.907625527489724,0.049583402477495424,16.771663512092832,24.812707703472334
31,340.75,47.77386360737624,7.592379954959922,-0.016232300438421332,16.635650890592977,24.842009044366453
32,339.8125,41.748737341529164,8.133453362678276,0.26690326187262015,18.0502365285558,23.319517070906862
33,364.25,40.40990257669732,8.931889271544955,0.3971848354083422,22.056087490135905,19.984159194673097
34,363.9375,40.53122292025696,8.927767536247645,0.39134119263486983,21.078708549860412,20.968634070150422
35,363.4375,50.4558441227157,8.118690673569692,0.36824625083427026,20.258011604166462,21.90995216309586
36,364.8125,40.71320343559643,8.96755953940326,0.3312655198901726,19.527051604041127,22.78263586136457
37,364.0,51.387824638055164,7.935463038145334,0.2845401479623829,18.89744861473646,23.563305553003772
38,364.625,49.34493141924172,7.89907640207636,0.23108335304708286,18.364216647770338,24.15860544797757
39,365.5625,46.162950903902264,8.60448803788912,0.1723435051465917,17.91969905094169,24.684089585034208
40,365.5625,45.39518395093589,8.682661327901958,0.11030561357117412,17.5611968305909,25.069062733790535
41,365.8125,45.43807716974934,8.717508115595571,0.045809074702232874,17.32346008526644,25.295329553132
42,365.9375,53.74137802864844,8.474259026381457,-0.018661435062203448,17.18584344031203,25.37487474253912
43,365.1875,47.20584412271571,8.1617570833961,0.2593437971789023,18.498046517106715,23.807766031372925
