,area,length,thickness,slant,width,height
0,259.75,47.16295090390225,5.755722310304285,0.3347178235039473,18.131331888812646,20.908390709716457
1,278.4375,45.74873734152916,6.155064174835732,0.33159278290673283,18.5521317330747,21.276553449291352
2,300.0,46.14518395093589,6.7624238918836586,0.32892329414099,19.030189661829557,21.763329171174952
3,326.4375,45.80939751330898,7.322354179118301,0.32023823617589625,19.474348375701066,22.254725771936585
4,326.4375,45.80939751330898,7.322354179118301,0.32023823617589625,19.474348375701066,22.254725771936585
5,345.0,46.39518395093589,7.805023031966826,0.31547988370404206,19.843100262415383,22.602733454785668
6,371.3125,45.584523779156065,8.566870175443908,0.3055688301490993,20.370351354203695,23.056131324778722
7,392.0625,44.93807716974934,9.143821125731403,0.30376902802784,20.829400203174895,23.54606350146993
8,412.625,43.170310216782966,9.779718781200316,0.3000166501655595,21.248342852779853,24.05162928523682
9,412.625,43.170310216782966,9.779718781200316,0.3000166501655595,21.248342852779853,24.05162928523682
10,436.0625,44.12741699796952,10.460434839432088,0.29190556127190825,21.69607379524006,24.50578051648495
11,457.625,47.64518395093588,10.150272388396685,0.28695937657252274,22.182456883579555,24.95313299695638
12,483.0,34.62741699796952,12.2367619237371,0.28117509225932447,22.714000334188757,25.443990893785106
13,501.5,34.21320343559641,13.011871238710365,0.27848434799805283,23.158989695303497,25.929856912860895
14,501.5,34.21320343559641,13.011871238710365,0.27848434799805283,23.158989695303497,25.929856912860895
15,518.5625,34.21320343559641,13.646566001252111,0.2753937169198084,23.595901195675808,26.29422191252007
16,540.125,32.45279579551077,14.524810342595845,0.26861136173015415,24.148188335123113,26.545023618286834
17,560.25,51.238329701443504,12.707859978616298,0.2661910708814574,24.656730809259553,26.650438620754244
18,581.5,44.409902576697306,14.918439570118755,0.2608699302563202,25.132185558068436,26.758589143733687
19,581.5,44.409902576697306,14.918439570118755,0.2608699302563202,25.132185558068436,26.758589143733687
20,594.0,45.28122292025695,15.567848941315642,0.2577671322766708,25.509091967219167,26.81385129807473
21,620.5625,65.73097038856278,14.19051864845449,0.24970555214456838,25.891228727460245,26.893934799687575
22,633.125,63.516504294495505,15.549580603348117,0.2454616137392674,26.194870571657297,26.932664368093008
23,646.4375,55.59188309203677,17.83254150852705,0.2396933663500953,26.484795700710656,26.975696435785107
24,646.4375,55.59188309203677,17.83254150852705,0.2396933663500953,26.484795700710656,26.975696435785107
25,661.0,58.22361107568206,18.696309437980236,0.2291701706587287,26.697381629033867,27.029664728989754
26,670.0625,55.28122292025695,19.381884231165184,0.22178090993101748,26.76607196969697,27.061032737064377
27,683.0,66.7916305603426,18.450083760301684,0.20890946012960127,26.86538257535973,27.10640171241912
28,691.4375,55.117009357883845,20.833692210866797,0.2008375088479188,26.93086966040673,27.134807905751085
29,699.5,56.92031021678295,21.484358946665367,0.1911840741049043,27.005645679146713,27.16451909759514
30,276.0,12.863961030678928,13.11743015269019,0.2635263612045237,14.53033376884016,22.252327170591386
31,290.125,12.717514421272204,13.624128342329795,0.26157141595756206,15.037066697559421,22.655485031839664
32,304.125,12.821067811865476,14.055610646372992,0.2606581957768687,15.508918888431637,23.051841828593428
33,323.1875,21.356601717798213,11.194961674268695,0.2550322745576336,15.91688764946607,23.563690878188577
34,323.1875,21.356601717798213,11.194961674268695,0.2550322745576336,15.91688764946607,23.563690878188577
35,338.0,21.045941546018394,11.745235535492778,0.25054364681302516,16.348212421857063,24.05342847232542
36,359.1875,21.25304832720494,12.477549932186815,0.24376996964190115,16.92186640281487,24.53636338553842
37,374.625,21.02817459305202,13.111337049472603,0.2431210634624512,17.39298686376742,24.853303132038782
38,390.0625,20.674621202458752,13.647645102419688,0.23988184275772956,17.80735004622696,25.200100120026594
39,390.0625,20.674621202458752,13.647645102419688,0.23988184275772956,17.80735004622696,25.200100120026594
40,408.75,20.321067811865476,14.29242233003124,0.23366091860211255,18.25186469318773,25.545771939903073
41,426.4375,24.27817459305202,12.931416158434146,0.22965701619153814,18.83105830825693,25.844035535046245
42,444.9375,24.571067811865476,13.35109886831398,0.2261291813639158,19.315649007695104,26.077347897726845
43,463.25,29.924621202458745,13.838449435702328,0.22438444715920847,19.73024897390318,26.339897028094192
44,463.25,29.924621202458745,13.838449435702328,0.22438444715920847,19.73024897390318,26.339897028094192
45,478.3125,30.131727983645295,14.424304667765012,0.22180018716583033,20.172186636675544,26.6100674179531
46,499.0625,29.924621202458745,15.326166377231468,0.2169620763090784,20.753347210868913,26.847840421225065
47,514.875,29.924621202458745,15.88434843425008,0.21632476313114837,21.276774970050916,26.937578720546334
48,533.9375,29.924621202458745,16.596361571199775,0.21314648066464154,21.72470356666585,27.005429016729654
49,533.9375,29.924621202458745,16.596361571199775,0.21314648066464154,21.72470356666585,27.005429016729654
50,546.625,40.08883476483183,13.835487642009399,0.21195894725328032,22.165300965614705,27.045450178620957
51,568.1875,50.93807716974932,14.493381707176825,0.20944861365461917,22.7033153041155,27.09316956415131
52,583.3125,44.67031021678296,16.87090332412263,0.20866152532468626,23.155094215880613,27.118353741806708
53,598.9375,46.534271247461895,17.834336453625784,0.20705258370332708,23.57177544152886,27.139471283806515
54,598.9375,46.534271247461895,17.834336453625784,0.20705258370332708,23.57177544152886,27.139471283806515
55,614.0625,46.01650429449552,18.678844972032998,0.20277417199216793,23.918341248232267,27.175907341399427
56,625.3125,45.04163056034261,19.196023498156766,0.20027420500509682,24.273183778668024,27.189891501876552
57,640.5625,49.581475451951114,18.064769705257497,0.19499599496957146,24.69301722920818,27.216944661026144
58,651.6875,43.36700935788386,20.641166486078532,0.19169156457988,25.010593225464063,27.228796413845583
59,662.125,45.023863607376235,21.138054806686736,0.18667419897418255,25.33071657810728,27.239451836949364
60,265.0,38.52386360737624,7.061550322490843,0.30022662759013025,16.08635295616822,21.34254040216154
61,281.25,42.52386360737624,7.174887225174351,0.2953108095756113,16.48895119253472,21.820831573592127
62,299.5,38.96320343559641,8.206797262791666,0.2919934200810723,16.975939127041514,22.274893031737825
63,320.5625,42.291630560342604,8.596782444924322,0.28679114534444383,17.492822973539663,22.680431666585008
64,320.5625,42.291630560342604,8.596782444924322,0.28679114534444383,17.492822973539663,22.680431666585008
65,336.5,14.6317279836453,14.163357394201466,0.2814630697526684,17.893574543053752,23.09223417619437
66,356.75,21.588834764831848,12.038224383232558,0.27123928361372096,18.424094438590966,23.616833541111063
67,372.75,13.528174593052027,15.64192770454403,0.26897800085885776,18.88947372762482,24.115432321838387
68,389.375,13.674621202458752,15.74686980166975,0.265656205819611,19.368430523452005,24.571268695885735
69,389.375,13.674621202458752,15.74686980166975,0.265656205819611,19.368430523452005,24.571268695885735
70,409.6875,23.66726188957804,12.727106893616313,0.25971048622820636,19.827212329689416,25.02229191828961
